student_id,subject,total,present,late,absent,other,attendance_rate
S04605,History,8,1,4,1,2,0.625
S02035,History,8,4,1,1,2,0.625
S06645,History,8,2,3,0,3,0.625
S10065,History,8,3,2,0,3,0.625
S06437,History,8,2,3,1,2,0.625
S05632,History,8,1,4,1,2,0.625
S02711,History,8,3,2,0,3,0.625
S07823,History,8,1,4,3,0,0.625
S01194,History,8,3,2,0,3,0.625
S00932,History,8,1,4,1,2,0.625
S06443,History,8,3,2,1,2,0.625
S11824,History,8,4,1,1,2,0.625
S09490,History,8,3,2,1,2,0.625
S02799,History,8,3,2,0,3,0.625
S06434,History,8,2,3,1,2,0.625
S00190,History,8,2,3,2,1,0.625
S00909,History,8,3,2,1,2,0.625
S09082,History,8,2,3,0,3,0.625
S08678,History,8,2,3,1,2,0.625
S07985,History,8,3,2,0,3,0.625
S08101,History,8,3,2,1,2,0.625
S11355,History,8,1,4,1,2,0.625
S00754,History,8,5,0,1,2,0.625
S07084,History,8,3,2,2,1,0.625
S02110,History,8,2,3,1,2,0.625
S05295,History,8,2,3,1,2,0.625
S06308,History,8,4,1,0,3,0.625
S06076,History,8,1,4,2,1,0.625
S06064,History,8,2,3,2,1,0.625
S10849,History,8,1,4,1,2,0.625
S00468,History,8,3,2,0,3,0.625
S06186,History,8,1,4,0,3,0.625
S04871,History,8,1,4,1,2,0.625
S05531,History,8,2,3,0,3,0.625
S09353,History,8,3,2,1,2,0.625
S04840,History,8,2,3,1,2,0.625
S06742,History,8,3,2,1,2,0.625
S00786,History,8,1,4,2,1,0.625
S07278,History,8,4,1,0,3,0.625
S05911,History,8,0,5,2,1,0.625
S05708,History,8,1,4,1,2,0.625
S12135,History,8,3,2,1,2,0.625
S08251,History,8,2,3,1,2,0.625
S04884,History,8,2,3,0,3,0.625
S01153,History,8,3,2,1,2,0.625
S06265,History,8,3,2,0,3,0.625
S03581,History,8,2,3,1,2,0.625
S09991,History,8,1,4,1,2,0.625
S03372,History,8,2,3,0,3,0.625
S01549,History,8,2,3,0,3,0.625
S10897,History,8,1,4,0,3,0.625
S09912,History,8,2,3,0,3,0.625
S06499,History,8,4,1,1,2,0.625
S08031,History,8,2,3,0,3,0.625
S08119,History,8,4,1,1,2,0.625
S08211,History,8,1,4,1,2,0.625
S11671,History,8,3,2,0,3,0.625
S01114,History,8,4,1,2,1,0.625
S03017,History,8,3,2,1,2,0.625
S02590,History,8,1,4,0,3,0.625
S04208,History,8,2,3,0,3,0.625
S09985,History,8,2,3,2,1,0.625
S07857,History,8,2,3,1,2,0.625
S08474,History,8,1,4,2,1,0.625
S04595,History,8,2,3,0,3,0.625
S00351,History,8,5,0,1,2,0.625
S03603,History,8,1,4,1,2,0.625
S06692,History,8,3,2,0,3,0.625
S05619,History,8,1,4,0,3,0.625
S05015,History,8,4,1,0,3,0.625
S07353,History,8,3,2,0,3,0.625
S02602,History,8,3,2,0,3,0.625
S11145,History,8,4,1,0,3,0.625
S06498,History,8,2,3,0,3,0.625
S02347,History,8,2,3,1,2,0.625
S06673,History,8,3,2,0,3,0.625
S11335,History,8,3,2,0,3,0.625
S05198,History,8,0,5,2,1,0.625
S05203,History,8,2,3,1,2,0.625
S10712,History,8,1,4,1,2,0.625
S04215,History,8,1,4,2,1,0.625
S11351,History,8,3,2,0,3,0.625
S04126,History,8,3,2,0,3,0.625
S00844,History,8,1,4,2,1,0.625
S02887,History,8,3,2,0,3,0.625
S01016,History,8,4,1,1,2,0.625
S12093,History,8,3,2,2,1,0.625
S04035,History,8,3,2,2,1,0.625
S03260,History,8,3,2,0,3,0.625
S02691,History,8,5,0,0,3,0.625
S07975,History,8,2,3,1,2,0.625
S11557,History,8,2,3,1,2,0.625
S02510,History,8,3,2,0,3,0.625
S03386,History,8,3,2,0,3,0.625
S01840,History,8,3,2,0,3,0.625
S11922,History,8,3,2,1,2,0.625
S06490,History,8,4,1,1,2,0.625
S02826,History,8,4,1,1,2,0.625
S09142,History,8,2,3,0,3,0.625
S05049,History,8,4,1,1,2,0.625
S06159,History,8,2,3,1,2,0.625
S02938,History,8,1,4,0,3,0.625
S09005,History,8,4,1,1,2,0.625
S00531,History,8,2,3,0,3,0.625
S05030,History,8,3,2,0,3,0.625
S11363,History,8,4,1,0,3,0.625
S00638,History,8,1,4,1,2,0.625
S00734,History,8,4,1,1,2,0.625
S08928,History,8,0,5,1,2,0.625
S05889,History,8,2,3,2,1,0.625
S05621,History,8,4,1,3,0,0.625
S10587,History,8,4,1,1,2,0.625
S04420,History,8,2,3,1,2,0.625
S08238,History,8,3,2,1,2,0.625
S08274,History,8,3,2,0,3,0.625
S11733,History,8,2,3,0,3,0.625
S05820,History,8,2,3,1,2,0.625
S05666,History,8,4,1,0,3,0.625
S07878,History,8,4,1,1,2,0.625
S08644,History,8,2,3,2,1,0.625
S09022,History,8,1,4,2,1,0.625
S00141,History,8,1,4,1,2,0.625
S00770,History,8,1,4,1,2,0.625
S08753,History,8,2,3,0,3,0.625
S08773,History,8,2,3,2,1,0.625
S10733,History,8,2,3,1,2,0.625
S07446,History,8,1,4,0,3,0.625
S11572,History,8,3,2,2,1,0.625
S00347,History,8,2,3,1,2,0.625
S07440,History,8,5,0,2,1,0.625
S07390,History,8,1,4,0,3,0.625
S11489,History,8,2,3,1,2,0.625
S11857,History,8,3,2,0,3,0.625
S04845,History,8,3,2,1,2,0.625
S04725,History,8,3,2,1,2,0.625
S07349,History,8,3,2,0,3,0.625
S09664,History,8,3,2,0,3,0.625
S01277,History,8,2,3,2,1,0.625
S07927,History,8,1,4,0,3,0.625
S06096,History,8,3,2,0,3,0.625
S00679,History,8,2,3,1,2,0.625
S03217,History,8,4,1,0,3,0.625
S01381,History,8,2,3,1,2,0.625
S08277,History,8,1,4,0,3,0.625
S05765,History,8,3,2,1,2,0.625
S02286,History,8,3,2,0,3,0.625
S10752,History,8,2,3,1,2,0.625
S00072,History,8,5,0,2,1,0.625
S08579,History,8,3,2,1,2,0.625
S10725,History,8,3,2,1,2,0.625
S11039,History,8,2,3,2,1,0.625
S05202,History,8,3,2,0,3,0.625
S03168,History,8,3,2,0,3,0.625
S06094,History,8,4,1,2,1,0.625
S00049,History,8,4,1,0,3,0.625
S11553,History,8,1,4,1,2,0.625
S04443,History,8,2,3,2,1,0.625
S08373,History,8,3,2,2,1,0.625
S04697,History,8,3,2,2,1,0.625
S10098,History,13,4,4,2,3,0.6153846153846154
S00489,History,13,3,5,1,4,0.6153846153846154
S06488,History,5,1,2,0,2,0.6
S03406,History,5,3,0,0,2,0.6
S04696,History,10,5,1,0,4,0.6
S02943,History,5,1,2,1,1,0.6
S01313,History,5,0,3,1,1,0.6
S00451,History,5,0,3,1,1,0.6
S04991,History,5,1,2,1,1,0.6
S06494,History,5,1,2,0,2,0.6
S03039,History,10,2,4,0,4,0.6
S04018,History,5,3,0,0,2,0.6
S08744,History,5,0,3,0,2,0.6
S09453,History,5,2,1,1,1,0.6
S03208,History,5,1,2,0,2,0.6
S09795,History,5,2,1,1,1,0.6
S02371,History,5,2,1,2,0,0.6
S03442,History,5,2,1,0,2,0.6
S10971,History,5,2,1,0,2,0.6
S03478,History,5,1,2,0,2,0.6
S11524,History,5,2,1,0,2,0.6
S06687,History,10,2,4,0,4,0.6
S04391,History,5,2,1,0,2,0.6
S07324,History,5,2,1,1,1,0.6
S03525,History,5,2,1,0,2,0.6
S06639,History,5,0,3,0,2,0.6
S07147,History,5,2,1,0,2,0.6
S01597,History,5,1,2,0,2,0.6
S11941,History,10,5,1,1,3,0.6
S08985,History,5,3,0,0,2,0.6
S11499,History,5,1,2,0,2,0.6
S07576,History,10,2,4,1,3,0.6
S09386,History,5,2,1,0,2,0.6
S06672,History,5,3,0,0,2,0.6
S02092,History,5,2,1,1,1,0.6
S00752,History,5,1,2,0,2,0.6
S03735,History,5,2,1,0,2,0.6
S07172,History,10,3,3,2,2,0.6
S09628,History,5,1,2,0,2,0.6
S10515,History,5,2,1,0,2,0.6
S04189,History,5,1,2,2,0,0.6
S02829,History,5,2,1,1,1,0.6
S06469,History,10,4,2,0,4,0.6
S00301,History,5,2,1,0,2,0.6
S02504,History,5,3,0,0,2,0.6
S05479,History,5,2,1,0,2,0.6
S06169,History,5,2,1,0,2,0.6
S08508,History,10,3,3,1,3,0.6
S01212,History,10,2,4,0,4,0.6
S07099,History,5,2,1,0,2,0.6
S08254,History,5,1,2,1,1,0.6
S03327,History,5,3,0,0,2,0.6
S07096,History,5,1,2,0,2,0.6
S08869,History,5,1,2,0,2,0.6
S08110,History,5,1,2,0,2,0.6
S10352,History,10,4,2,1,3,0.6
S05475,History,5,2,1,0,2,0.6
S07865,History,5,1,2,0,2,0.6
S09648,History,5,1,2,0,2,0.6
S00750,History,5,3,0,0,2,0.6
S01778,History,10,3,3,0,4,0.6
S07981,History,5,1,2,0,2,0.6
S08488,History,5,2,1,0,2,0.6
S06782,History,5,1,2,1,1,0.6
S08724,History,5,2,1,0,2,0.6
S12014,History,5,2,1,0,2,0.6
S01590,History,10,4,2,2,2,0.6
S03164,History,5,3,0,0,2,0.6
S03642,History,5,2,1,0,2,0.6
S06003,History,5,2,1,1,1,0.6
S11500,History,5,3,0,0,2,0.6
S09906,History,10,4,2,0,4,0.6
S05138,History,5,2,1,1,1,0.6
S10763,History,5,1,2,1,1,0.6
S11977,History,5,1,2,1,1,0.6
S02057,History,5,2,1,1,1,0.6
S08582,History,10,5,1,2,2,0.6
S12054,History,5,3,0,1,1,0.6
S11131,History,5,2,1,0,2,0.6
S10900,History,5,0,3,2,0,0.6
S03561,History,10,4,2,2,2,0.6
S01635,History,5,2,1,1,1,0.6
S11343,History,5,1,2,0,2,0.6
S09750,History,5,3,0,1,1,0.6
S04417,History,5,2,1,0,2,0.6
S08044,History,5,2,1,1,1,0.6
S12062,History,5,1,2,0,2,0.6
S06700,History,5,2,1,1,1,0.6
S10992,History,5,2,1,1,1,0.6
S02458,History,5,2,1,0,2,0.6
S03899,History,10,5,1,1,3,0.6
S05982,History,5,3,0,0,2,0.6
S08876,History,5,2,1,0,2,0.6
S09041,History,5,2,1,0,2,0.6
S05080,History,5,1,2,1,1,0.6
S04966,History,5,3,0,0,2,0.6
S08067,History,5,2,1,1,1,0.6
S08282,History,5,1,2,0,2,0.6
S10961,History,5,1,2,1,1,0.6
S11249,History,5,1,2,1,1,0.6
S11960,History,5,1,2,0,2,0.6
S10694,History,5,1,2,0,2,0.6
S03898,History,5,1,2,1,1,0.6
S07346,History,5,2,1,1,1,0.6
S10772,History,5,2,1,0,2,0.6
S05215,History,5,3,0,0,2,0.6
S12123,History,5,3,0,2,0,0.6
S05337,History,5,1,2,0,2,0.6
S05818,History,5,1,2,1,1,0.6
S08047,History,5,1,2,0,2,0.6
S05947,History,5,1,2,0,2,0.6
S00426,History,5,2,1,0,2,0.6
S05931,History,5,3,0,0,2,0.6
S11078,History,5,1,2,1,1,0.6
S02906,History,5,1,2,1,1,0.6
S07517,History,5,3,0,1,1,0.6
S08548,History,5,3,0,1,1,0.6
S04883,History,5,0,3,1,1,0.6
S07125,History,5,0,3,0,2,0.6
S04284,History,5,3,0,0,2,0.6
S02095,History,5,2,1,0,2,0.6
S01480,History,5,2,1,0,2,0.6
S07548,History,5,2,1,0,2,0.6
S00678,History,5,2,1,0,2,0.6
S09138,History,5,2,1,0,2,0.6
S01972,History,5,1,2,0,2,0.6
S09152,History,5,0,3,1,1,0.6
S04559,History,5,0,3,2,0,0.6
S06307,History,5,2,1,1,1,0.6
S00251,History,5,1,2,0,2,0.6
S02947,History,5,2,1,0,2,0.6
S00616,History,5,2,1,0,2,0.6
S07363,History,5,2,1,1,1,0.6
S07182,History,5,2,1,1,1,0.6
S07227,History,5,0,3,0,2,0.6
S07748,History,5,1,2,1,1,0.6
S10817,History,10,3,3,0,4,0.6
S10540,History,5,2,1,1,1,0.6
S04422,History,5,2,1,0,2,0.6
S07649,History,5,1,2,0,2,0.6
S02146,History,5,2,1,0,2,0.6
S00456,History,5,2,1,0,2,0.6
S08156,History,5,3,0,0,2,0.6
S11356,History,5,1,2,0,2,0.6
S11505,History,5,0,3,0,2,0.6
S00808,History,5,1,2,0,2,0.6
S04934,History,5,0,3,0,2,0.6
S03946,History,5,2,1,0,2,0.6
S07450,History,10,5,1,1,3,0.6
S00014,History,5,2,1,0,2,0.6
S06454,History,5,2,1,1,1,0.6
S00847,History,5,1,2,0,2,0.6
S02194,History,5,1,2,0,2,0.6
S05950,History,5,1,2,1,1,0.6
S05228,History,5,2,1,0,2,0.6
S04082,History,5,2,1,0,2,0.6
S06248,History,5,1,2,1,1,0.6
S04072,History,5,1,2,0,2,0.6
S02719,History,5,1,2,1,1,0.6
S04722,History,5,2,1,1,1,0.6
S04790,History,5,0,3,0,2,0.6
S03049,History,5,0,3,1,1,0.6
S10021,History,5,2,1,0,2,0.6
S06243,History,5,2,1,0,2,0.6
S08499,History,5,1,2,2,0,0.6
S08092,History,10,6,0,0,4,0.6
S08932,History,5,3,0,1,1,0.6
S06180,History,5,1,2,0,2,0.6
S10187,History,5,3,0,0,2,0.6
S03907,History,5,2,1,0,2,0.6
S11918,History,5,1,2,1,1,0.6
S05540,History,5,1,2,1,1,0.6
S00271,History,5,1,2,0,2,0.6
S08666,History,5,1,2,0,2,0.6
S07354,History,5,1,2,0,2,0.6
S03939,History,5,1,2,0,2,0.6
S03613,History,5,0,3,0,2,0.6
S03317,History,5,0,3,1,1,0.6
S05408,History,5,2,1,0,2,0.6
S11237,History,5,1,2,2,0,0.6
S04703,History,5,3,0,0,2,0.6
S09535,History,5,0,3,0,2,0.6
S06644,History,5,2,1,1,1,0.6
S05745,History,5,2,1,0,2,0.6
S09007,History,5,1,2,0,2,0.6
S02040,History,5,1,2,1,1,0.6
S08636,History,5,3,0,0,2,0.6
S10589,History,5,0,3,0,2,0.6
S00518,History,5,1,2,0,2,0.6
S00279,History,5,2,1,1,1,0.6
S11432,History,5,2,1,1,1,0.6
S05762,History,5,2,1,0,2,0.6
S07707,History,5,0,3,0,2,0.6
S00839,History,5,1,2,1,1,0.6
S01379,History,5,2,1,0,2,0.6
S10498,History,5,2,1,0,2,0.6
S06957,History,5,2,1,1,1,0.6
S09013,History,5,1,2,0,2,0.6
S08752,History,5,1,2,0,2,0.6
S11006,History,5,1,2,0,2,0.6
S02329,History,5,2,1,0,2,0.6
S00992,History,10,2,4,3,1,0.6
S01290,History,5,1,2,0,2,0.6
S04969,History,5,2,1,0,2,0.6
S04009,History,5,1,2,0,2,0.6
S03680,History,5,1,2,1,1,0.6
S09861,History,5,3,0,1,1,0.6
S00805,History,5,3,0,1,1,0.6
S11440,History,5,1,2,0,2,0.6
S10303,History,5,2,1,0,2,0.6
S08754,History,5,1,2,1,1,0.6
S10196,History,5,1,2,1,1,0.6
S01841,History,5,2,1,2,0,0.6
S02885,History,5,1,2,0,2,0.6
S04255,History,5,1,2,0,2,0.6
S06943,History,5,0,3,0,2,0.6
S10425,History,5,2,1,0,2,0.6
S02915,History,10,3,3,0,4,0.6
S02978,History,5,1,2,2,0,0.6
S00963,History,5,1,2,0,2,0.6
S03706,History,5,2,1,0,2,0.6
S03203,History,5,2,1,1,1,0.6
S07187,History,5,2,1,0,2,0.6
S04678,History,5,1,2,2,0,0.6
S05839,History,10,3,3,0,4,0.6
S04394,History,10,6,0,1,3,0.6
S07204,History,5,1,2,1,1,0.6
S12008,History,5,1,2,0,2,0.6
S10645,History,5,1,2,0,2,0.6
S11603,History,5,2,1,0,2,0.6
S11888,History,10,4,2,1,3,0.6
S02733,History,5,3,0,0,2,0.6
S03385,History,5,0,3,0,2,0.6
S03082,History,5,1,2,0,2,0.6
S11376,History,5,0,3,0,2,0.6
S09409,History,5,1,2,1,1,0.6
S06104,History,5,1,2,1,1,0.6
S07359,History,5,2,1,0,2,0.6
S04118,History,5,3,0,0,2,0.6
S04366,History,5,2,1,0,2,0.6
S09695,History,5,2,1,1,1,0.6
S08948,History,5,2,1,2,0,0.6
S11402,History,5,1,2,0,2,0.6
S08356,History,5,1,2,0,2,0.6
S03110,History,5,0,3,0,2,0.6
S06518,History,5,3,0,0,2,0.6
S06792,History,5,1,2,0,2,0.6
S01929,History,5,2,1,2,0,0.6
S10371,History,5,3,0,1,1,0.6
S04829,History,5,2,1,1,1,0.6
S11598,History,5,1,2,0,2,0.6
S02909,History,5,3,0,0,2,0.6
S00112,History,10,2,4,1,3,0.6
S00448,History,5,1,2,0,2,0.6
S03001,History,10,4,2,2,2,0.6
S01063,History,5,2,1,0,2,0.6
S02678,History,5,2,1,0,2,0.6
S01310,History,5,0,3,0,2,0.6
S02434,History,5,0,3,0,2,0.6
S02128,History,5,2,1,1,1,0.6
S05223,History,5,1,2,1,1,0.6
S05734,History,5,1,2,0,2,0.6
S03404,History,5,1,2,1,1,0.6
S03676,History,5,2,1,0,2,0.6
S09359,History,5,2,1,0,2,0.6
S10551,History,5,3,0,0,2,0.6
S06544,History,5,1,2,1,1,0.6
S06471,History,5,2,1,0,2,0.6
S04234,History,5,2,1,0,2,0.6
S09064,History,5,2,1,1,1,0.6
S00380,History,5,2,1,0,2,0.6
S10209,History,5,1,2,0,2,0.6
S05340,History,5,0,3,0,2,0.6
S10067,History,5,1,2,0,2,0.6
S11316,History,5,0,3,0,2,0.6
S09196,History,5,1,2,1,1,0.6
S11580,History,5,2,1,0,2,0.6
S03882,History,5,0,3,0,2,0.6
S06519,History,5,2,1,0,2,0.6
S11720,History,5,1,2,0,2,0.6
S07186,History,5,1,2,1,1,0.6
S00555,History,5,1,2,0,2,0.6
S05880,History,5,1,2,0,2,0.6
S10580,History,5,1,2,0,2,0.6
S02699,History,5,2,1,1,1,0.6
S02310,History,5,1,2,0,2,0.6
S11537,History,5,0,3,1,1,0.6
S02187,History,5,3,0,0,2,0.6
S03282,History,10,2,4,1,3,0.6
S07970,History,5,2,1,0,2,0.6
S07984,History,5,2,1,0,2,0.6
S06407,History,5,3,0,2,0,0.6
S11755,History,5,0,3,0,2,0.6
S11485,History,5,1,2,0,2,0.6
S11507,History,5,2,1,0,2,0.6
S02662,History,5,1,2,1,1,0.6
S08768,History,5,3,0,0,2,0.6
S06453,History,5,0,3,0,2,0.6
S01605,History,5,3,0,0,2,0.6
S00852,History,5,3,0,0,2,0.6
S06527,History,5,2,1,1,1,0.6
S03869,History,5,3,0,1,1,0.6
S06801,History,5,1,2,1,1,0.6
S10106,History,5,1,2,0,2,0.6
S07436,History,5,2,1,0,2,0.6
S04714,History,5,2,1,0,2,0.6
S04965,History,5,2,1,0,2,0.6
S03911,History,5,0,3,1,1,0.6
S03537,History,5,2,1,0,2,0.6
S05140,History,5,2,1,0,2,0.6
S10938,History,5,1,2,1,1,0.6
S08457,History,10,4,2,0,4,0.6
S02060,History,5,1,2,0,2,0.6
S03833,History,5,1,2,1,1,0.6
S09240,History,5,1,2,2,0,0.6
S10118,History,5,2,1,1,1,0.6
S00223,History,5,1,2,0,2,0.6
S00880,History,5,1,2,0,2,0.6
S10310,History,5,0,3,1,1,0.6
S01499,History,10,4,2,0,4,0.6
S08901,History,5,1,2,1,1,0.6
S05869,History,5,1,2,0,2,0.6
S07151,History,5,1,2,0,2,0.6
S09061,History,5,2,1,0,2,0.6
S00648,History,5,2,1,1,1,0.6
S03394,History,5,3,0,1,1,0.6
S06756,History,5,1,2,0,2,0.6
S10986,History,10,1,5,0,4,0.6
S09445,History,5,0,3,1,1,0.6
S09043,History,5,2,1,1,1,0.6
S01366,History,5,1,2,1,1,0.6
S03968,History,10,2,4,2,2,0.6
S06799,History,5,1,2,1,1,0.6
S04181,History,5,0,3,1,1,0.6
S07240,History,5,1,2,1,1,0.6
S06342,History,5,3,0,0,2,0.6
S04516,History,5,1,2,0,2,0.6
S01032,History,5,1,2,0,2,0.6
S11441,History,5,0,3,1,1,0.6
S08085,History,5,2,1,1,1,0.6
S10550,History,5,2,1,0,2,0.6
S09871,History,5,0,3,0,2,0.6
S02304,History,5,1,2,0,2,0.6
S10698,History,5,3,0,1,1,0.6
S00917,History,5,3,0,0,2,0.6
S09621,History,5,0,3,0,2,0.6
S08341,History,5,3,0,0,2,0.6
S09718,History,5,3,0,1,1,0.6
S01285,History,10,1,5,2,2,0.6
S05439,History,5,2,1,1,1,0.6
S04164,History,5,2,1,0,2,0.6
S10508,History,5,2,1,1,1,0.6
S11849,History,5,1,2,1,1,0.6
S05017,History,5,1,2,1,1,0.6
S09652,History,5,2,1,0,2,0.6
S07287,History,5,2,1,1,1,0.6
S07909,History,5,0,3,0,2,0.6
S03360,History,5,2,1,1,1,0.6
S09027,History,5,2,1,1,1,0.6
S05490,History,5,3,0,0,2,0.6
S05563,History,5,1,2,0,2,0.6
S08396,History,5,1,2,0,2,0.6
S06791,History,5,2,1,1,1,0.6
S01453,History,5,1,2,1,1,0.6
S02708,History,10,3,3,1,3,0.6
S06135,History,5,3,0,1,1,0.6
S05941,History,5,2,1,0,2,0.6
S02231,History,5,1,2,1,1,0.6
S09761,History,5,2,1,0,2,0.6
S08386,History,5,0,3,0,2,0.6
S02535,History,5,3,0,2,0,0.6
S02252,History,10,4,2,1,3,0.6
S06956,History,5,1,2,0,2,0.6
S04224,History,5,2,1,0,2,0.6
S06462,History,5,2,1,0,2,0.6
S00111,History,5,0,3,1,1,0.6
S10178,History,5,1,2,0,2,0.6
S03428,History,5,1,2,0,2,0.6
S07138,History,5,1,2,0,2,0.6
S07181,History,5,2,1,1,1,0.6
S00107,History,5,1,2,1,1,0.6
S01236,History,5,1,2,1,1,0.6
S02261,History,5,2,1,1,1,0.6
S01482,History,5,1,2,1,1,0.6
S02521,History,5,1,2,0,2,0.6
S02949,History,5,1,2,0,2,0.6
S05416,History,5,3,0,1,1,0.6
S05926,History,5,2,1,1,1,0.6
S06630,History,5,3,0,1,1,0.6
S04473,History,5,1,2,2,0,0.6
S01204,History,5,1,2,2,0,0.6
S01938,History,5,2,1,1,1,0.6
S06264,History,5,3,0,0,2,0.6
S02351,History,5,1,2,0,2,0.6
S03466,History,5,1,2,1,1,0.6
S11881,History,5,2,1,0,2,0.6
S08086,History,5,1,2,0,2,0.6
S11428,History,5,0,3,0,2,0.6
S03117,History,5,2,1,1,1,0.6
S03647,History,5,1,2,1,1,0.6
S10828,History,5,1,2,1,1,0.6
S11147,History,5,2,1,0,2,0.6
S03578,History,5,1,2,0,2,0.6
S00699,History,5,2,1,2,0,0.6
S03730,History,5,2,1,0,2,0.6
S02948,History,5,3,0,0,2,0.6
S10896,History,5,0,3,0,2,0.6
S02969,History,5,2,1,0,2,0.6
S10749,History,5,1,2,2,0,0.6
S06682,History,5,3,0,0,2,0.6
S04792,History,5,1,2,0,2,0.6
S02118,History,5,1,2,0,2,0.6
S00948,History,5,2,1,0,2,0.6
S10475,History,5,1,2,1,1,0.6
S10546,History,5,3,0,1,1,0.6
S04356,History,5,1,2,0,2,0.6
S04642,History,5,2,1,0,2,0.6
S03667,History,5,1,2,1,1,0.6
S04396,History,5,3,0,0,2,0.6
S07004,History,5,2,1,0,2,0.6
S04785,History,5,1,2,0,2,0.6
S03825,History,5,1,2,0,2,0.6
S07995,History,5,3,0,0,2,0.6
S05079,History,5,2,1,1,1,0.6
S00246,History,5,2,1,0,2,0.6
S04450,History,5,2,1,1,1,0.6
S04774,History,5,3,0,0,2,0.6
S06079,History,5,1,2,0,2,0.6
S01031,History,5,2,1,0,2,0.6
S03743,History,5,1,2,0,2,0.6
S11267,History,5,1,2,2,0,0.6
S10523,History,5,1,2,1,1,0.6
S11870,History,5,2,1,1,1,0.6
S10783,History,5,2,1,1,1,0.6
S08537,History,5,2,1,0,2,0.6
S06608,History,5,2,1,0,2,0.6
S02449,History,5,1,2,0,2,0.6
S04949,History,5,1,2,0,2,0.6
S08279,History,5,0,3,0,2,0.6
S12153,History,5,1,2,1,1,0.6
S08268,History,5,3,0,0,2,0.6
S06858,History,5,2,1,0,2,0.6
S00738,History,5,1,2,0,2,0.6
S01542,History,5,2,1,1,1,0.6
S00304,History,5,3,0,1,1,0.6
S00568,History,10,2,4,1,3,0.6
S05312,History,5,3,0,1,1,0.6
S06546,History,5,1,2,0,2,0.6
S04651,History,5,1,2,1,1,0.6
S02479,History,5,2,1,2,0,0.6
S06795,History,10,5,1,0,4,0.6
S02387,History,5,1,2,1,1,0.6
S05664,History,5,2,1,1,1,0.6
S03235,History,5,2,1,1,1,0.6
S00937,History,5,2,1,0,2,0.6
S08652,History,5,1,2,1,1,0.6
S04900,History,5,1,2,0,2,0.6
S10112,History,5,0,3,0,2,0.6
S11304,History,5,1,2,1,1,0.6
S04537,History,5,1,2,0,2,0.6
S12099,History,5,0,3,0,2,0.6
S06598,History,5,2,1,1,1,0.6
S02789,History,5,1,2,1,1,0.6
S03528,History,10,3,3,3,1,0.6
S10944,History,5,1,2,1,1,0.6
S03860,History,5,1,2,1,1,0.6
S00764,History,5,2,1,0,2,0.6
S07489,History,5,2,1,0,2,0.6
S03321,History,5,2,1,0,2,0.6
S08174,History,5,1,2,2,0,0.6
S00026,History,5,0,3,1,1,0.6
S10858,History,5,1,2,0,2,0.6
S06367,History,5,3,0,0,2,0.6
S00756,History,5,0,3,0,2,0.6
S01273,History,5,0,3,0,2,0.6
S06194,History,5,1,2,0,2,0.6
S09379,History,5,2,1,0,2,0.6
S05136,History,5,0,3,1,1,0.6
S09918,History,5,1,2,0,2,0.6
S03059,History,5,2,1,0,2,0.6
S08233,History,5,2,1,1,1,0.6
S00545,History,5,3,0,0,2,0.6
S06750,History,5,3,0,0,2,0.6
S04909,History,5,1,2,1,1,0.6
S05276,History,5,2,1,1,1,0.6
S07038,History,5,2,1,0,2,0.6
S01617,History,5,0,3,2,0,0.6
S01828,History,5,1,2,0,2,0.6
S05519,History,5,3,0,0,2,0.6
S00782,History,5,2,1,0,2,0.6
S04384,History,5,3,0,0,2,0.6
S05405,History,5,2,1,1,1,0.6
S04827,History,5,1,2,1,1,0.6
S10633,History,5,2,1,2,0,0.6
S01994,History,5,2,1,1,1,0.6
S06994,History,5,2,1,0,2,0.6
S08640,History,5,2,1,1,1,0.6
S03182,History,5,2,1,0,2,0.6
S04627,History,5,2,1,2,0,0.6
S11433,History,5,1,2,0,2,0.6
S00493,History,5,2,1,0,2,0.6
S02161,History,5,2,1,0,2,0.6
S07217,History,5,1,2,1,1,0.6
S00778,History,5,0,3,1,1,0.6
S09135,History,10,2,4,0,4,0.6
S04933,History,5,3,0,2,0,0.6
S07633,History,5,2,1,0,2,0.6
S10945,History,5,0,3,1,1,0.6
S08440,History,5,2,1,0,2,0.6
S01502,History,5,3,0,1,1,0.6
S03435,History,5,1,2,0,2,0.6
S03914,History,10,4,2,2,2,0.6
S07133,History,5,1,2,0,2,0.6
S03066,History,5,1,2,0,2,0.6
S09811,History,10,3,3,0,4,0.6
S10946,History,5,1,2,1,1,0.6
S06786,History,5,1,2,1,1,0.6
S12069,History,5,1,2,0,2,0.6
S04542,History,5,1,2,0,2,0.6
S03854,History,5,2,1,0,2,0.6
S03255,History,5,2,1,0,2,0.6
S06350,History,5,2,1,0,2,0.6
S05508,History,5,2,1,2,0,0.6
S12076,History,5,1,2,1,1,0.6
S03774,History,5,3,0,0,2,0.6
S04897,History,5,1,2,0,2,0.6
S08606,History,5,0,3,0,2,0.6
S08806,History,5,1,2,0,2,0.6
S04753,History,5,1,2,1,1,0.6
S00850,History,5,2,1,1,1,0.6
S11780,History,5,1,2,0,2,0.6
S02306,History,5,1,2,1,1,0.6
S02078,History,5,1,2,0,2,0.6
S00418,History,5,2,1,0,2,0.6
S08865,History,5,3,0,0,2,0.6
S09591,History,5,3,0,2,0,0.6
S06429,History,5,1,2,2,0,0.6
S00830,History,5,1,2,1,1,0.6
S01323,History,5,1,2,1,1,0.6
